Académie,Département,Etablissement,Ville,UAI,Code commune,Secteur,Nombre d'élèves présents au Bac,Taux de réussite bruts TOTAL,Taux de mentions bruts,Effectifs à la rentrée N 2nde,Effectifs à la rentrée N 1ère,Effectifs à la rentrée N Term.
LILLE,NORD,INSTITUT SAINT VINCENT DE PAUL (PROFESSIONNEL),LOOS,0595657D,59360,PR,31,94,65,36,35,27
LILLE,NORD,LYCEE PROFESSIONNEL AUTOMOBILE ALFRED MONGY,MARCQ EN BAROEUL,0590144L,59378,PU,146,83,53,157,167,164
LILLE,NORD,LYCEE PROFESSIONNEL FRANCOIS MANSART,MARLY,0594302F,59383,PU,36,81,39,44,57,37
LILLE,NORD,LYCEE PROFESSIONNEL PLACIDE COURTOY,MAUBEUGE,0590098L,59291,PU,96,84,46,100,130,112
LILLE,NORD,LYCEE PIERRE FOREST (PROFESSIONNEL),MAUBEUGE,0590149S,59392,PU,24,62,42,30,28,28
LILLE,NORD,LYCEE THEOPHILE LEGRAND (PROFESSIONNEL),MAUBEUGE,0593034C,59365,PR,57,89,61,51,63,71
LILLE,NORD,LYCEE ANDRE LURCAT (PROFESSIONNEL),MAUBEUGE,0595884A,59392,PU,124,67,35,121,141,140
LILLE,NORD,LYCEE PROFESSIONNEL RENE CASSIN,MONTIGNY EN OSTREVENT,0594404S,59414,PU,29,62,41,47,41,40
LILLE,NORD,LYCEE NOTRE-DAME DE LA PROVIDENCE (PROFESSIONNEL),ORCHIES,0593040J,59449,PR,87,89,62,98,81,68
LILLE,NORD,LYCEE JEAN MOULIN (PROFESSIONNEL),ROUBAIX,0590185F,59512,PU,84,55,35,93,100,108
LILLE,NORD,LYCEE PROFESSIONNEL TURGOT,ROUBAIX,0590186G,59512,PU,101,49,29,131,117,103
LILLE,NORD,LYCEE PROFESSIONNEL LOUIS LOUCHEUR,ROUBAIX,0590187H,59512,PU,31,77,61,38,44,29
LILLE,NORD,LYCEE PROFESSIONNEL LAVOISIER,ROUBAIX,0590189K,59512,PU,74,78,47,91,94,55
LILLE,NORD,LYCEE SAINT MARTIN (PROFESSIONNEL),ROUBAIX,0592963A,59512,PR,75,97,57,90,81,67
LILLE,NORD,LYCEE PROFESSIONNEL LEONARD DE VINCI,ROUBAIX,0592964B,59512,PR,53,89,43,72,51,47
LILLE,NORD,LYCEE PROFESSIONNEL SAINT FRANCOIS D'ASSISE,ROUBAIX,0592973L,59512,PR,95,92,51,99,95,96
LILLE,NORD,LYCEE ERNEST COUTEAUX (PROFESSIONNEL),SAINT AMAND LES EAUX,0590192N,59526,PU,42,71,24,40,45,47
LILLE,NORD,LYCEE PROFESSIONNEL VERTES FEUILLES,SAINT ANDRE,0592832H,59527,PU,21,95,62,30,29,21
LILLE,NORD,LYCEE LES HAUTS DE FLANDRE (PROFESSIONNEL),SECLIN,0592833J,59560,PU,103,90,61,120,127,114
LILLE,NORD,LYCEE HELENE BOUCHER (PROFESSIONNEL),SOMAIN,0592976P,59574,PR,98,85,55,136,118,82
LILLE,NORD,LYCEE COLBERT (PROFESSIONNEL),TOURCOING,0590214M,59599,PU,61,87,64,71,89,67
LILLE,NORD,LYCEE PROFESSIONNEL LE CORBUSIER,TOURCOING,0590216P,59599,PU,56,88,61,58,80,73
LILLE,NORD,LYCEE PROFESSIONNEL SEVIGNE,TOURCOING,0590217R,59599,PU,192,77,44,194,210,182
LILLE,NORD,LYCEE EIC LICP (PROFESSIONNEL),TOURCOING,0592965C,59599,PR,152,94,64,210,210,159
LILLE,NORD,LYCEE EIC JEHANNE D'ARC (PROFESSIONNEL),TOURCOING,0592966D,59599,PR,106,97,69,101,123,110
LILLE,NORD,LYCEE EIC MARIE NOEL (PROFESSIONNEL),TOURCOING,0592980U,59599,PR,73,82,51,89,82,76
LILLE,NORD,LYCEE PROFESSIONNEL LEONARD DE VINCI,TRITH SAINT LEGER,0595678B,59603,PU,87,72,43,95,98,79
LILLE,NORD,LYCEE PROFESSIONNEL DU HAINAUT,VALENCIENNES,0590270Y,59606,PU,186,78,51,259,274,191
LILLE,NORD,LYCEE LA SAGESSE (PROFESSIONNEL),VALENCIENNES,0592967E,59606,PR,102,90,68,124,109,96
LILLE,NORD,LYCEE DAMPIERRE (PROFESSIONNEL),VALENCIENNES,0592969G,59606,PR,53,83,64,63,64,65
LILLE,NORD,LYCEE PROFESSIONNEL DINAH DERYCKE,VILLENEUVE D ASCQ,0594375K,59009,PU,130,76,48,113,142,134
LILLE,NORD,LYCEE PROFESSIONNEL JACQUES-YVES COUSTEAU,WASQUEHAL,0590249A,59646,PU,19,84,63,38,40,25
LILLE,NORD,LYCEE EMILE ZOLA (PROFESSIONNEL),WATTRELOS,0590233H,59650,PU,58,66,40,95,70,75
LILLE,NORD,LYCEE PROFESSIONNEL ALAIN SAVARY,WATTRELOS,0595787V,59650,PU,22,68,36,30,34,26
LILLE,NORD,LYCEE PROFESSIONNEL PAUL LANGEVIN,WAZIERS,0593495D,59654,PU,74,64,42,98,120,91
LILLE,NORD,LYCEE PROFESSIONNEL DE L'YSER,WORMHOUT,0595856V,59663,PU,33,85,64,33,34,43
LILLE,PAS-DE-CALAIS,LYCEE VAUBAN (PROFESSIONNEL),AIRE SUR LA LYS,0623981R,62014,PU,38,82,53,57,54,40
LILLE,PAS-DE-CALAIS,LYCEE PROFESSIONNEL JACQUES LE CARON,ARRAS,0620011A,62041,PU,56,88,54,71,76,79
LILLE,PAS-DE-CALAIS,LYCEE PROFESSIONNEL SAVARY - FERRY,ARRAS,0620257T,62041,PU,311,85,54,361,381,340
LILLE,PAS-DE-CALAIS,LYCEE BAUDIMONT (PROFESSIONNEL),ARRAS,0622196A,62041,PR,89,85,60,88,117,90
LILLE,PAS-DE-CALAIS,LYCEE PROFESSIONNEL FERNAND DEGRUGILLIER,AUCHEL,0620018H,62048,PU,80,81,44,99,95,76
LILLE,PAS-DE-CALAIS,LYCEE PROFESSIONNEL PHILIPPE AUGUSTE,BAPAUME,0620030W,62080,PU,115,75,47,157,118,98
LILLE,PAS-DE-CALAIS,LYCEE ANTOINE DE SAINT EXUPERY (PROFESSIONNEL),BERCK,0620229M,62108,PU,17,94,71,25,19,20
LILLE,PAS-DE-CALAIS,LYCEE JAN LAVEZZARI (PROFESSIONNEL),BERCK,0622276M,62108,PU,45,78,44,53,53,53
LILLE,PAS-DE-CALAIS,LYCEE PROFESSIONNEL SALVADOR ALLENDE,BETHUNE,0620043K,62119,PU,162,83,54,135,159,161
LILLE,PAS-DE-CALAIS,LYCEE PROFESSIONNEL ANDRE MALRAUX,BETHUNE,0622089J,62119,PU,168,74,43,184,200,177
LILLE,PAS-DE-CALAIS,LYCEE MARGUERITE YOURCENAR (PROFESSIONNEL),BEUVRY,0623902E,62126,PU,87,85,43,120,150,120
LILLE,PAS-DE-CALAIS,LYCEE EDOUARD BRANLY (PROFESSIONNEL),BOULOGNE SUR MER,0620052V,62160,PU,52,77,62,57,58,51
LILLE,PAS-DE-CALAIS,LYCEE PROFESSIONNEL JEAN-CHARLES CAZIN,BOULOGNE SUR MER,0622275L,62160,PU,110,82,50,148,145,114
LILLE,PAS-DE-CALAIS,LYCEE CARNOT (PROFESSIONNEL),BRUAY LA BUISSIERE,0620056Z,62178,PU,89,78,36,103,104,94
LILLE,PAS-DE-CALAIS,LYCEE PROFESSIONNEL PIERRE MENDES-FRANCE,BRUAY LA BUISSIERE,0620192X,62178,PU,59,85,53,103,77,58
LILLE,PAS-DE-CALAIS,LYCEE PROFESSIONNEL DES TRAVAUX PUBLICS JEAN BERTIN,BRUAY LA BUISSIERE,0622801H,62178,PU,179,91,64,113,180,162
LILLE,PAS-DE-CALAIS,LYCEE LEO LAGRANGE (PROFESSIONNEL),BULLY LES MINES,0620059C,62186,PU,146,79,47,158,181,153
LILLE,PAS-DE-CALAIS,LYCEE PROFESSIONNEL DU DETROIT,CALAIS,0620188T,62193,PU,158,82,58,177,188,177
LILLE,PAS-DE-CALAIS,LYCEE PROFESSIONNEL PIERRE DE COUBERTIN,CALAIS,0620189U,62193,PU,227,85,54,264,267,249
LILLE,PAS-DE-CALAIS,LYCEE PROFESSIONNEL SAINT PIERRE,CALAIS,0622211S,62193,PR,95,96,78,101,104,91
LILLE,PAS-DE-CALAIS,LYCEE PROFESSIONNEL NORMANDIE-NIEMEN,CALAIS,0623463C,62193,PU,48,81,50,71,67,72
LILLE,PAS-DE-CALAIS,LYCEE LEONARD DE VINCI (PROFESSIONNEL),CALAIS,0624141P,62193,PU,13,92,46,19,26,27
LILLE,PAS-DE-CALAIS,LYCEE PROFESSIONNEL JULES VERNE,ETAPLES,0620187S,62318,PU,30,73,40,35,40,36
LILLE,PAS-DE-CALAIS,LYCEE PROFESSIONNEL SAINT JOSEPH,ETAPLES,0622192W,62318,PR,41,90,61,54,42,31
LILLE,PAS-DE-CALAIS,LYCEE PROFESSIONNEL SAINTE MARIE,FRUGES,0622195Z,62364,PR,39,100,77,50,50,42
LILLE,PAS-DE-CALAIS,LYCEE JEAN BOSCO (PROFESSIONNEL),GUINES,0622150A,62397,PR,69,99,75,97,77,73
LILLE,PAS-DE-CALAIS,LYCEE LOUIS PASTEUR (PROFESSIONNEL),HENIN BEAUMONT,0620095S,62427,PU,65,75,42,91,71,72
LILLE,PAS-DE-CALAIS,LYCEE PROFESSIONNEL HENRI SENEZ,HENIN BEAUMONT,0623328F,62427,PU,295,85,52,343,359,316
LILLE,PAS-DE-CALAIS,LYCEE HOTELIER (PROFESSIONNEL),LE TOUQUET PARIS PLAGE,0622807P,62826,PU,38,92,63,50,68,49
LILLE,PAS-DE-CALAIS,LYCEE PROFESSIONNEL AUGUSTE BEHAL,LENS,0620110H,62498,PU,148,88,59,182,182,174
LILLE,PAS-DE-CALAIS,LYCEE SAINT PAUL (PROFESSIONNEL),LENS,0622114L,62498,PR,42,98,90,52,51,50
LILLE,PAS-DE-CALAIS,LYCEE PROFESSIONNEL MAXIMILIEN DE ROBESPIERRE,LENS,0623864N,62498,PU,163,69,41,191,199,164
LILLE,PAS-DE-CALAIS,LYCEE PROFESSIONNEL HENRI DARRAS,LIEVIN,0620190V,62510,PU,55,64,38,68,92,77
LILLE,PAS-DE-CALAIS,LYCEE PROFESSIONNEL FRANCOIS HENNEBIQUE,LIEVIN,0623377J,62510,PU,55,69,31,78,95,81
LILLE,PAS-DE-CALAIS,LYCEE PROFESSIONNEL FLORA TRISTAN,LILLERS,0620121V,62516,PU,25,88,44,33,28,19
LILLE,PAS-DE-CALAIS,LYCEE PROFESSIONNEL BERNARD CHOCHOY,LUMBRES,0620124Y,62534,PU,40,78,35,29,43,45
LILLE,PAS-DE-CALAIS,LYCEE PROFESSIONNEL DES DEUX CAPS,MARQUISE,0620131F,62560,PU,43,88,60,46,58,49
LILLE,PAS-DE-CALAIS,LYCEE EUGENE WOILLEZ (PROFESSIONNEL),MONTREUIL SUR MER,0620140R,62588,PU,66,67,27,52,66,63
LILLE,PAS-DE-CALAIS,LYCEE D'ARTOIS (PROFESSIONNEL),NOEUX LES MINES,0624440P,62617,PU,73,85,60,85,93,85
LILLE,PAS-DE-CALAIS,LYCEE PROFESSIONNEL IRENE JOLIOT-CURIE,OIGNIES,0620150B,62637,PU,98,84,46,127,136,128
LILLE,PAS-DE-CALAIS,LYCEE PROFESSIONNEL PROFESSEUR CLERC,OUTREAU,0620221D,62643,PU,45,80,53,67,73,51
LILLE,PAS-DE-CALAIS,LYCEE ET CAMPUS SAINT JOSEPH (PROFESSIONNEL),SAINT MARTIN BOULOGNE,0622198C,62758,PR,84,98,69,98,94,91
LILLE,PAS-DE-CALAIS,LYCEE GIRAUX SANNIER (PROFESSIONNEL),SAINT MARTIN BOULOGNE,0624109E,62758,PU,67,79,48,88,84,78
LILLE,PAS-DE-CALAIS,LYCEE PROFESSIONNEL DU PAYS DE SAINT-OMER,SAINT OMER,0620162P,62765,PU,225,80,44,295,284,238
LILLE,PAS-DE-CALAIS,LYCEE SAINT DENIS (PROFESSIONNEL),SAINT OMER,0622199D,62765,PR,16,81,25,20,15,14
LILLE,PAS-DE-CALAIS,LYCEE PROFESSIONNEL PIERRE MENDES-FRANCE,SAINT POL SUR TERNOISE,0620167V,62767,PU,101,82,58,119,134,122
LILLE,PAS-DE-CALAIS,LYCEE PROFESSIONNEL LA PEUPLERAIE,SALLAUMINES,0620220C,62771,PU,76,83,46,89,122,89
LILLE,PAS-DE-CALAIS,LYCEE PROFESSIONNEL VOLTAIRE,WINGLES,0620258U,62895,PU,141,69,34,177,169,162
LIMOGES,CORREZE,LYCEE PROFESSIONNEL BORT-ARTENSE,BORT LES ORGUES,0190008F,19028,PU,25,76,56,32,36,37
LIMOGES,CORREZE,LYCEE SIMONE VEIL (PROFESSIONNEL),BRIVE LA GAILLARDE,0190012K,19031,PU,108,87,44,117,123,126
LIMOGES,CORREZE,LYCEE PROFESSIONNEL GEORGES CABANIS,BRIVE LA GAILLARDE,0190045W,19031,PU,79,76,43,88,82,81
LIMOGES,CORREZE,LYCEE MARGUERITE BAHUET (PROFESSIONNEL),BRIVE LA GAILLARDE,0190083M,19031,PR,60,92,62,81,97,73
LIMOGES,CORREZE,LYCEE PROFESSIONNEL LAVOISIER,BRIVE LA GAILLARDE,0190701J,19031,PU,47,74,36,51,66,59
LIMOGES,CORREZE,LYCEE PROFESSIONNEL SILVYA TERRADE SUD-OUEST,BRIVE LA GAILLARDE,0190834D,19031,PR,15,93,53,13,14,10
LIMOGES,CORREZE,LYCEE PIERRE CARAMINOT (PROFESSIONNEL),EGLETONS,0190018S,19073,PU,47,77,45,51,88,59
LIMOGES,CORREZE,LYCEE PROFESSIONNEL MARCEL BARBANCEYS,NEUVIC,0190027B,19148,PU,33,91,55,44,33,32
LIMOGES,CORREZE,LYCEE PROFESSIONNEL RENE CASSIN,TULLE,0190034J,19272,PU,68,85,54,75,75,68
LIMOGES,CORREZE,LYCEE PROFESSIONNEL NOTRE DAME DE LA PROVIDENCE,USSEL,0190062P,19275,PR,14,93,64,14,24,20
LIMOGES,CORREZE,LYCEE PROFESSIONNEL BERNART DE VENTADOUR,USSEL,0190674E,19275,PU,14,93,43,19,18,15
LIMOGES,CREUSE,LYCEE PROFESSIONNEL JEAN JAURES,AUBUSSON,0230003D,23008,PU,21,81,38,28,37,27
LIMOGES,CREUSE,LYCEE PROFESSIONNEL DELPHINE GAY,BOURGANEUF,0230008J,23030,PU,48,94,62,60,53,55
LIMOGES,CREUSE,LYCEE PROFESSIONNEL DES METIERS DU BATIMENT,FELLETIN,0230018V,23079,PU,43,98,74,40,48,42
LIMOGES,CREUSE,LYCEE JEAN FAVARD (PROFESSIONNEL),GUERET,0230051F,23096,PU,29,72,28,39,38,32
LIMOGES,CREUSE,LYCEE PROFESSIONNEL LOUIS GASTON ROUSSILLAT,SAINT VAURY,0230027E,23247,PU,52,92,65,59,54,47
LIMOGES,HAUTE-VIENNE,LYCEE PROFESSIONNEL MARTIN NADAUD,BELLAC,0870004G,87011,PU,19,95,58,23,25,29
LIMOGES,HAUTE-VIENNE,LYCEE PROFESSIONNEL GEORGE SAND,LE DORAT,0870013S,87059,PU,20,100,55,35,23,25
LIMOGES,HAUTE-VIENNE,LYCEE SUZANNE VALADON (PROFESSIONNEL),LIMOGES,0870019Y,87085,PU,52,96,73,53,53,47
LIMOGES,HAUTE-VIENNE,LYCEE TURGOT (PROFESSIONNEL),LIMOGES,0870056N,87085,PU,26,81,46,27,25,27
LIMOGES,HAUTE-VIENNE,LYCEE PROFESSIONNEL ANTOINE DE SAINT-EXUPERY,LIMOGES,0870058R,87085,PU,80,78,35,89,105,99
LIMOGES,HAUTE-VIENNE,LYCEE PROFESSIONNEL POLARIS FORMATION,LIMOGES,0870097H,87085,PR,34,91,71,32,44,44
LIMOGES,HAUTE-VIENNE,LYCEE PROFESSIONNEL RAOUL DAUTRY,LIMOGES,0870119G,87085,PU,41,90,51,48,50,47
LIMOGES,HAUTE-VIENNE,LYCEE PROFESSIONNEL MARCEL PAGNOL,LIMOGES,0870730W,87085,PU,130,78,45,123,153,145
LIMOGES,HAUTE-VIENNE,LYCEE PROFESSIONNEL LE MAS JAMBOST,LIMOGES,0870748R,87085,PU,45,76,58,50,54,45
LIMOGES,HAUTE-VIENNE,LYCEE PROFESSIONNEL ST JEAN,LIMOGES,0870919B,87085,PR,26,96,69,16,19,22
LIMOGES,HAUTE-VIENNE,LYCEE JEAN MONNET (PROFESSIONNEL),LIMOGES,0871030X,87085,PU,69,84,48,87,83,75
LIMOGES,HAUTE-VIENNE,LYCEE PROFESSIONNEL MARYSE BASTIE,LIMOGES,0875023M,87085,PU,111,73,42,112,119,113
LIMOGES,HAUTE-VIENNE,LYCEE PROFESSIONNEL EDOUARD VAILLANT,SAINT JUNIEN,0870041X,87154,PU,71,87,55,84,80,70
LYON,AIN,LYCEE PROFESSIONNEL ALEXANDRE BERARD,AMBERIEU EN BUGEY,0010001W,1004,PU,163,72,48,166,177,175
LYON,AIN,LYCEE DU BUGEY (PROFESSIONNEL),BELLEY,0010010F,1034,PU,46,91,59,47,49,43
LYON,AIN,INSTITUTION SAINTE ANNE - LAMARTINE,BELLEY,0011258M,1034,PR,30,100,77,32,34,35
LYON,AIN,LYCEE ARBEZ CARME (PROFESSIONNEL),BELLIGNAT,0011119L,1031,PU,104,81,52,101,102,107
LYON,AIN,LYCEE JOSEPH-MARIE CARRIAT (PROFESSIONNEL),BOURG EN BRESSE,0010016M,1053,PU,105,84,64,147,133,113
LYON,AIN,LYCEE PROFESSIONNEL MARCELLE PARDE,BOURG EN BRESSE,0010021T,1053,PU,167,88,65,157,165,168
LYON,AIN,LYCEE PROFESSIONNEL SAINT JOSEPH,BOURG EN BRESSE,0010099C,1053,PR,139,99,73,160,149,137
LYON,AIN,LYCEE PROFESSIONNEL GABRIEL VOISIN,BOURG EN BRESSE,0011118K,1053,PU,131,81,47,138,148,142
LYON,AIN,LYCEE JEANNE D'ARC (PROFESSIONNEL),CESSY,0010878Z,1071,PR,50,98,80,56,52,50
LYON,AIN,LYCEE PROFESSIONNEL GEORGES CHARPAK,CHATILLON SUR CHALARONNE,0010020S,1093,PU,59,95,64,51,46,51
LYON,AIN,LYCEE INTERNATIONAL (PROFESSIONNEL),FERNEY VOLTAIRE,0010072Y,1160,PU,53,77,43,61,62,59
LYON,AIN,LYCEE PROFESSIONNEL SAINT JOSEPH,MIRIBEL,0010814E,1249,PR,47,100,83,37,53,47
LYON,AIN,LYCEE XAVIER BICHAT (PROFESSIONNEL),NANTUA,0010032E,1269,PU,22,86,41,43,46,44
LYON,AIN,LYCEE PAUL PAINLEVE (PROFESSIONNEL),OYONNAX,0010034G,1283,PU,66,82,39,56,70,62
LYON,AIN,LYCEE SAINT-EXUPERY (PROFESSIONNEL),VALSERHONE,0010006B,1033,PU,90,78,38,95,108,83
LYON,LOIRE,LYCEE PROFESSIONNEL PIERRE DESGRANGES,ANDREZIEUX BOUTHEON,0421691K,42005,PU,83,86,55,81,82,88
LYON,LOIRE,LYCEE JEREMIE DE LA RUE (PROFESSIONNEL),CHARLIEU,0420008F,42052,PU,32,88,56,26,26,28
LYON,LOIRE,LYCEE PROFESSIONNEL DES MONTS DU LYONNAIS,CHAZELLES SUR LYON,0420998G,42059,PR,101,98,74,96,87,67
LYON,LOIRE,LYCEE PROFESSIONNEL JACOB HOLTZER,FIRMINY,0420073B,42095,PU,37,65,35,48,59,50
LYON,LOIRE,LYCEE PROFESSIONNEL ALBERT CAMUS,FIRMINY,0420074C,42095,PU,72,82,46,77,74,72
LYON,LOIRE,LYCEE PROFESSIONNEL SAINT JOSEPH,LE CHAMBON FEUGEROLLES,0420992A,42044,PR,38,74,26,38,39,43
LYON,LOIRE,LYCEE PROFESSIONNEL ADRIEN TESTUD,LE CHAMBON FEUGEROLLES,0421606T,42044,PU,44,86,41,47,50,42
LYON,LOIRE,LYCEE PROFESSIONNEL ETIENNE LEGRAND,LE COTEAU,0421489R,42071,PU,52,69,40,61,62,64
LYON,LOIRE,LYCEE PROFESSIONNEL BEAUREGARD,MONTBRISON,0420075D,42147,PU,112,77,46,105,121,125
LYON,LOIRE,LYCEE PROFESSIONNEL JEAN-BAPTISTE D'ALLARD,MONTBRISON,0421002L,42147,PR,73,97,86,69,66,70
LYON,LOIRE,LYCEE PROFESSIONNEL PIERRE COTON,NERONDE,0420021V,42154,PU,31,97,61,23,23,27
LYON,LOIRE,LYCEE PROFESSIONNEL RENE CASSIN,RIVE DE GIER,0420029D,42186,PU,72,86,54,80,82,77
LYON,LOIRE,LYCEE PROFESSIONNEL NOTRE DAME DES COLLINES,RIVE DE GIER,0420982P,42186,PR,11,100,82,11,16,24
LYON,LOIRE,LYCEE PROFESSIONNEL CARNOT,ROANNE,0420076E,42187,PU,136,93,77,149,131,120
LYON,LOIRE,LYCEE PROFESSIONNEL ALBERT THOMAS,ROANNE,0420077F,42187,PU,70,80,51,82,82,90
LYON,LOIRE,LYCEE PROFESSIONNEL ARAGO,ROANNE,0420987V,42187,PR,15,93,60,25,19,16
LYON,LOIRE,LYCEE PROFESSIONNEL SAINTE ANNE,ROANNE,0421979Y,42187,PR,27,93,67,33,33,21
LYON,LOIRE,LYCEE PROFESSIONNEL CLAUDE LEBOIS,SAINT CHAMOND,0420078G,42207,PU,79,76,48,80,80,80
LYON,LOIRE,LYCEE PROFESSIONNEL SAINTE MARIE LA GRAND'GRANGE,SAINT CHAMOND,0420996E,42207,PR,48,90,60,46,49,49
LYON,LOIRE,LYCEE PROFESSIONNEL SAINT ENNEMOND,SAINT CHAMOND,0421006R,42207,PR,69,86,57,70,70,56
LYON,LOIRE,LYCEE PROFESSIONNEL HOTELIER,SAINT CHAMOND,0421736J,42207,PU,54,91,57,66,64,53
LYON,LOIRE,LYCEE PROFESSIONNEL BENOIT CHARVET,SAINT ETIENNE,0420049A,42218,PU,135,89,60,149,145,142
LYON,LOIRE,LYCEE PROFESSIONNEL ETIENNE MIMARD,SAINT ETIENNE,0420079H,42218,PU,159,79,52,186,179,166
LYON,LOIRE,LYCEE PROFESSIONNEL BENOIT FOURNEYRON,SAINT ETIENNE,0420958N,42218,PU,57,93,56,87,92,66
LYON,LOIRE,LYCEE PROFESSIONNEL SAINTE MARIE,SAINT ETIENNE,0420984S,42218,PR,72,97,71,84,75,74
LYON,LOIRE,LYCEE PROFESSIONNEL LE MARAIS SAINTE THERESE,SAINT ETIENNE,0420991Z,42218,PR,108,93,74,107,103,111
LYON,LOIRE,LYCEE PROFESSIONNEL TEZENAS DU MONTCEL,SAINT ETIENNE,0421742R,42218,PR,52,87,54,56,68,59
LYON,LOIRE,ENSEMBLE SCOLAIRE LA SALLE,SAINT ETIENNE,0421980Z,42218,PR,40,82,55,35,52,32
LYON,LOIRE,LYCEE LA SALESIENNE (PROFESSIONNEL),SAINT ETIENNE,0422158T,42218,PR,53,92,77,57,56,50
LYON,LOIRE,LYCEE RENOUVEAU (PROFESSIONNEL),SAINT GENESAINT LERPT,0422160V,42223,PR,49,96,82,48,51,51
LYON,LOIRE,LYCEE PROFESSIONNEL SAINTE CLAIRE,SURY LE COMTAL,0420985T,42304,PR,77,95,82,71,86,84
LYON,LOIRE,LYCEE PROFESSIONNEL DU HAUT FOREZ,VERRIERES EN FOREZ,0420065T,42328,PU,36,94,72,47,50,42
LYON,RHONE,LYCEE AIGUERANDE (PROFESSIONNEL),BELLEVILLE EN BEAUJOLAIS,0693734J,69019,PU,93,77,48,98,115,99
LYON,RHONE,LYCEE PROFESSIONNEL GUSTAVE EIFFEL,BRIGNAIS,0690008J,69027,PU,48,62,31,73,57,55
LYON,RHONE,LYCEE PROFESSIONNEL TONY GARNIER,BRON,0690010L,69029,PU,107,74,38,127,124,111
LYON,RHONE,LYCEE PROFESSIONNEL EMILE BEJUIT (AUTOMOBILE),BRON,0690105P,69029,PU,106,73,50,123,128,118
LYON,RHONE,LYCEE PROFESSIONNEL ANDRE CUZIN,CALUIRE ET CUIRE,0692968B,69034,PU,84,74,32,99,98,88
LYON,RHONE,LYCEE FRANCOIS RABELAIS (PROFESSIONNEL),DARDILLY,0693504J,69072,PU,80,95,78,115,112,85
LYON,RHONE,LYCEE CHARLIE CHAPLIN (PROFESSIONNEL),DECINES CHARPIEU,0692800U,69275,PU,40,75,28,93,90,36
LYON,RHONE,LYCEE PROFESSIONNEL FRANCOIS CEVERT,ECULLY,0693095P,69081,PU,109,67,28,154,148,137
LYON,RHONE,LYCEE PROFESSIONNEL DANIELLE CASANOVA,GIVORS,0690018V,69091,PU,88,67,35,112,108,100
LYON,RHONE,LYCEE ARAGON-PICASSO (PROFESSIONNEL),GIVORS,0693330V,69091,PU,88,78,45,99,99,89
LYON,RHONE,LYCEE PROFESSIONNEL BARTHELEMY THIMONNIER,L ARBRESLE,0690003D,69010,PU,81,77,37,101,89,85
LYON,RHONE,LYCEE PROFESSIONNEL JACQUES DE FLESSELLES,LYON 01,0690043X,69381,PU,129,74,31,120,129,129
LYON,RHONE,LYCEE PROFESSIONNEL DIDEROT,LYON 01,0690048C,69381,PU,65,71,43,77,81,72
LYON,RHONE,LYCEE PROFESSIONNEL JAPY,LYON 01,0690660T,69381,PR,46,91,46,54,76,62
LYON,RHONE,LYCEE PROFESSIONNEL SAINT LOUIS-SAINT BRUNO,LYON 01,0690712Z,69381,PR,45,98,58,55,69,59
LYON,RHONE,LYCEE PROFESSIONNEL DES ARTS DE LA COIFFURE,LYON 01,0691724Z,69381,PR,14,86,64,28,23,8
LYON,RHONE,LYCEE PROFESSIONNEL SAINT MARC,LYON 02,0690641X,69382,PR,60,95,58,53,76,72
LYON,RHONE,SOCIETE ENSEIG. PROF. DU RHONE,LYON 03,0690698J,69383,PR,93,96,75,102,86,91
LYON,RHONE,LYCEE PROFESSIONNEL CAMILLE CLAUDEL,LYON 04,0690125L,69384,PU,84,75,38,71,89,90
LYON,RHONE,LYCEE EDOUARD BRANLY (PROFESSIONNEL),LYON 05,0690128P,69385,PU,110,77,39,119,117,113
LYON,RHONE,LYCEE PROFESSIONNEL DON BOSCO,LYON 05,0693371P,69385,PR,59,100,76,56,45,56
LYON,RHONE,LYCEE PROFESSIONNEL CARREL,LYON 06,0693373S,69386,PR,103,89,54,121,121,112
LYON,RHONE,LYCEE PROFESSIONNEL HECTOR GUIMARD,LYON 07,0690040U,69387,PU,80,81,51,108,114,109
LYON,RHONE,LYCEE PROFESSIONNEL LOUISE LABE,LYON 07,0690046A,69387,PU,121,73,43,126,126,128
LYON,RHONE,LYCEE PROFESSIONNEL SAINT JOSEPH,LYON 07,0690651H,69387,PR,114,91,55,154,135,149
LYON,RHONE,LYCEE PROFESSIONNEL JEAN LURCAT,LYON 08,0690045Z,69388,PU,123,80,43,102,136,127
LYON,RHONE,LYCEE PROFESSIONNEL DU 1ER FILM,LYON 08,0690092A,69388,PU,83,82,57,95,109,95
LYON,RHONE,LYCEE PROFESSIONNEL LA MACHE,LYON 08,0693374T,69388,PR,145,95,72,162,144,146
LYON,RHONE,LYCEE PROFESSIONNEL O R T,LYON 08,0693406C,69388,PR,34,97,71,34,32,34
LYON,RHONE,LYCEE JEHANNE DE FRANCE (PROFESSIONNEL),LYON 09,0693786R,69389,PR,52,92,77,70,68,59
LYON,RHONE,LYCEE PROFESSIONNEL JOSEPH-MARIE JACQUARD,OULLINS,0690281F,69149,PU,91,87,37,115,113,106
LYON,RHONE,LYCEE PROFESSIONNEL EDMOND LABBE,OULLINS PIERRE BENITE,0690129R,69149,PU,102,68,30,118,126,111
LYON,RHONE,LYCEE PROFESSIONNEL ORSEL,OULLINS PIERRE BENITE,0690653K,69149,PR,60,88,50,54,63,56
