Académie,Département,Etablissement,Ville,UAI,Code commune,Secteur,Nombre d'élèves présents au Bac,Taux de réussite bruts TOTAL,Taux de mentions bruts,Effectifs à la rentrée N 2nde,Effectifs à la rentrée N 1ère,Effectifs à la rentrée N Term.
LYON,RHONE,LYCEE PROFESSIONNEL GEORGES LAMARQUE,RILLIEUX LA PAPE,0691626T,69286,PU,52,71,54,55,68,63
LYON,RHONE,LYCEE PROFESSIONNEL SAINT CHARLES,RILLIEUX LA PAPE,0691680B,69286,PR,49,94,78,55,71,63
LYON,RHONE,LYCEE CAMUS-SERMENAZ (PROFESSIONNEL),RILLIEUX LA PAPE,0692517L,69286,PU,87,72,51,112,109,93
LYON,RHONE,LYCEE PROFESSIONNEL FERNAND FOREST,SAINT PRIEST,0693094N,69290,PU,77,74,38,91,92,85
LYON,RHONE,LYCEE PROFESSIONNEL LA FAVORITE SAINTE THERESE,SAINTE FOY LES LYON,0690697H,69202,PR,47,96,77,53,53,54
LYON,RHONE,LYCEE RENE CASSIN (PROFESSIONNEL),TARARE,0690085T,69243,PU,53,91,58,61,57,51
LYON,RHONE,LYCEE FRANCOIS MANSART (PROFESSIONNEL),THIZY LES BOURGS,0693566B,69248,PU,16,88,25,16,24,17
LYON,RHONE,LYCEE PROFESSIONNEL LES CANUTS,VAULX EN VELIN,0693045K,69256,PU,77,87,40,83,93,88
LYON,RHONE,LYCEE PROFESSIONNEL HELENE BOUCHER,VENISSIEUX,0690093B,69259,PU,66,70,41,68,71,64
LYON,RHONE,LYCEE PROFESSIONNEL MARC SEGUIN,VENISSIEUX,0692418D,69259,PU,74,55,26,77,74,70
LYON,RHONE,LYCEE JACQUES BREL (PROFESSIONNEL),VENISSIEUX,0692717D,69259,PU,91,66,29,70,80,80
LYON,RHONE,LYCEE CLAUDE BERNARD (PROFESSIONNEL),VILLEFRANCHE SUR SAONE,0690097F,69264,PU,76,79,51,56,88,92
LYON,RHONE,LYCEE LOUIS ARMAND (PROFESSIONNEL),VILLEFRANCHE SUR SAONE,0691644M,69264,PU,102,89,51,105,110,95
LYON,RHONE,LYCEE PROFESSIONNEL NOTRE DAME,VILLEFRANCHE SUR SAONE,0693375U,69264,PR,81,98,72,108,109,88
LYON,RHONE,LYCEE PROFESSIONNEL MAGENTA,VILLEURBANNE,0690047B,69266,PU,111,76,40,80,92,111
LYON,RHONE,LYCEE FREDERIC FAYS (PROFESSIONNEL),VILLEURBANNE,0690103M,69266,PU,45,71,29,75,56,42
LYON,RHONE,LYCEE PROFESSIONNEL ALFRED DE MUSSET,VILLEURBANNE,0690107S,69266,PU,83,65,31,91,91,82
LYON,RHONE,LYCEE PROFESSIONNEL MARIE CURIE,VILLEURBANNE,0690109U,69266,PU,95,74,41,92,116,117
LYON,RHONE,CITE SCOLAIRE RENE PELLET,VILLEURBANNE,0692390Y,69266,PU,25,72,32,23,24,25
MARTINIQUE,MARTINIQUE,LYCEE DU NORD CARAIBE (PROFESSIONNEL),BELLEFONTAINE,9720823M,97234,PU,78,81,56,78,90,76
MARTINIQUE,MARTINIQUE,LYCEE PROFESSIONNEL DUMAS JEAN-JOSEPH,FORT DE FRANCE,9720005Y,97209,PU,138,81,37,143,122,132
MARTINIQUE,MARTINIQUE,LYCEE PROFESSIONNEL ST JOSEPH DE CLUNY,FORT DE FRANCE,9720074Y,97209,PR,25,88,68,30,27,26
MARTINIQUE,MARTINIQUE,LYCEE PROFESSIONNEL MARIUS CULTIER (EX DILLON),FORT DE FRANCE,9720429J,97209,PU,99,74,36,109,88,99
MARTINIQUE,MARTINIQUE,LYCEE PROFESSIONNEL JEANNE CATAYEE (EX CHATEAUBOEUF),FORT DE FRANCE,9720501M,97209,PU,129,85,54,121,132,132
MARTINIQUE,MARTINIQUE,LYCEE PROFESSIONNEL ANDRE ALIKER,FORT DE FRANCE,9720515C,97209,PU,52,87,35,53,63,57
MARTINIQUE,MARTINIQUE,LYCEE AMEP (PROFESSIONNEL),FORT DE FRANCE,9720615L,97209,PR,12,92,58,8,8,5
MARTINIQUE,MARTINIQUE,LYCEE PROFESSIONNEL LA TRINITE,LA TRINITE,9720430K,97230,PU,111,85,57,104,122,101
MARTINIQUE,MARTINIQUE,LYCEE LA JETEE (PROFESSIONNEL),LE FRANCOIS,9720771F,97210,PU,83,89,53,85,94,78
MARTINIQUE,MARTINIQUE,LYCEE PROFESSIONNEL LEOPOLD BISSOL,LE LAMENTIN,9720091S,97213,PU,91,79,29,80,84,63
MARTINIQUE,MARTINIQUE,LYCEE ACAJOU 2 (PROFESSIONNEL),LE LAMENTIN,9720695Y,97213,PU,49,76,41,55,50,44
MARTINIQUE,MARTINIQUE,LYCEE PROFESSIONNEL PLACE D ARMES,LE LAMENTIN,9720844K,97213,PU,79,91,58,80,73,71
MARTINIQUE,MARTINIQUE,LYCEE JOSEPH PERNOCK (PROFESSIONNEL),LE LORRAIN,9720726G,97214,PU,76,74,37,101,95,76
MARTINIQUE,MARTINIQUE,LYCEE PROFESSIONNEL RAYMOND NERIS,LE MARIN,9720468B,97217,PU,115,68,29,118,144,116
MARTINIQUE,MARTINIQUE,LYCEE JOSEPH ZOBEL (PROFESSIONNEL),RIVIERE SALEE,9720725F,97221,PU,62,79,32,89,47,63
MARTINIQUE,MARTINIQUE,VICTOR ANICET (EX SAINT-JAMES) LYCEE NDAA (PROFESSIONNEL),SAINT PIERRE,9720888H,97225,PU,36,81,53,46,51,47
MARTINIQUE,MARTINIQUE,LYCEE ADVENTISTE RAMA (PROFESSIONNEL),SAINTE LUCE,9720479N,97227,PR,24,92,54,21,23,17
MARTINIQUE,MARTINIQUE,LYCEE NORD ATLANTIQUE (PROFESSIONNEL),SAINTE MARIE,9720692V,97228,PU,14,100,71,24,28,18
MARTINIQUE,MARTINIQUE,LYCEE PROFESSIONNEL LUMINA SOPHIE,SCHOELCHER,9720424D,97229,PU,46,76,39,56,70,65
MAYOTTE,MAYOTTE,LYCEE DU NORD (PROFESSIONNEL),ACOUA,9760270P,97601,PU,115,72,37,70,102,124
MAYOTTE,MAYOTTE,LYCEE PROFESSIONNEL DE DZOUMOGNE,BANDRABOUA,9760220K,97602,PU,142,68,20,144,154,120
MAYOTTE,MAYOTTE,LYCEE DE BANDRELE (PROFESSIONNEL),BANDRELE,9760363R,97603,PU,93,71,33,95,97,97
MAYOTTE,MAYOTTE,LYCEE TANI MALANDI (PROFESSIONNEL),CHIRONGUI,9760316P,97606,PU,89,61,13,83,98,89
MAYOTTE,MAYOTTE,LYCEE DE DEMBENI (PROFESSIONNEL),DEMBENI,9760338N,97607,PU,146,73,14,113,144,139
MAYOTTE,MAYOTTE,LYCEE DE KAWENI (PROFESSIONNEL),MAMOUDZOU,9760163Y,97611,PU,144,66,27,147,139,152
MAYOTTE,MAYOTTE,LYCEE DES LUMIERES (PROFESSIONNEL),MAMOUDZOU,9760370Y,97611,PU,264,62,26,235,257,253
MAYOTTE,MAYOTTE,LYCEE GUSTAVE EIFFEL (PROFESSIONNEL),OUANGANI,9760125G,97614,PU,395,61,18,308,373,401
MAYOTTE,MAYOTTE,LYCEE DE PETITE-TERRE (PROFESSIONNEL),PAMANDZI,9760229V,97615,PU,159,81,30,136,135,155
MAYOTTE,MAYOTTE,LYCEE DE SADA (PROFESSIONNEL),SADA,9760182U,97616,PU,217,76,32,129,210,221
MONTPELLIER,AUDE,LYCEE JULES FIL (PROFESSIONNEL),CARCASSONNE,0110007Y,11069,PU,127,82,47,143,156,149
MONTPELLIER,AUDE,LYCEE SAINT LOUIS (PROFESSIONNEL),CARCASSONNE,0110045P,11069,PR,43,98,77,52,55,45
MONTPELLIER,AUDE,LYCEE PROFESSIONNEL CHARLES CROS,CARCASSONNE,0110823K,11069,PU,97,76,49,111,110,105
MONTPELLIER,AUDE,LYCEE GERMAINE TILLION (PROFESSIONNEL),CASTELNAUDARY,0110012D,11076,PU,117,84,61,138,141,129
MONTPELLIER,AUDE,LYCEE ERNEST FERROUL (PROFESSIONNEL),LEZIGNAN CORBIERES,0111048E,11203,PU,99,84,61,144,147,121
MONTPELLIER,AUDE,LYCEE JACQUES RUFFIE (PROFESSIONNEL),LIMOUX,0110019L,11206,PU,16,75,38,24,21,22
MONTPELLIER,AUDE,LYCEE LOUISE MICHEL (PROFESSIONNEL),NARBONNE,0110023R,11262,PU,174,78,47,237,210,169
MONTPELLIER,AUDE,LYCEE BEAUSEJOUR (PROFESSIONNEL),NARBONNE,0110670U,11262,PR,52,96,71,60,69,55
MONTPELLIER,AUDE,LYCEE PROFESSIONNEL EDOUARD HERRIOT,QUILLAN,0110027V,11304,PU,29,86,76,38,42,27
MONTPELLIER,GARD,LYCEE JEAN-BAPTISTE DUMAS (PROFESSIONNEL),ALES,0300002P,30007,PU,178,78,49,223,181,165
MONTPELLIER,GARD,LYCEE PROFESSIONNEL CEVENOL,ALES,0300028T,30007,PR,55,93,60,66,57,58
MONTPELLIER,GARD,LYCEE DE LA SALLE (PROFESSIONNEL),ALES,0300125Y,30007,PR,121,88,57,143,136,120
MONTPELLIER,GARD,LYCEE PROFESSIONNEL SAINTE-MARIE,BAGNOLS SUR CEZE,0300106C,30028,PR,107,88,55,115,125,98
MONTPELLIER,GARD,LYCEE ALBERT EINSTEIN (PROFESSIONNEL),BAGNOLS SUR CEZE,0300950V,30028,PU,136,69,36,145,132,131
MONTPELLIER,GARD,LYCEE PROFESSIONNEL PAUL LANGEVIN,BEAUCAIRE,0300011Z,30032,PU,69,88,49,89,71,70
MONTPELLIER,GARD,LYCEE PROFESSIONNEL D'ALZON SAINT-FELIX,BEAUCAIRE,0301499S,30032,PR,31,100,81,59,51,49
MONTPELLIER,GARD,LYCEE PROFESSIONNEL PASTEUR,LA GRAND COMBE,0300109F,30132,PR,67,94,75,49,74,73
MONTPELLIER,GARD,LYCEE ANDRE CHAMSON (PROFESSIONNEL),LE VIGAN,0300052U,30350,PU,25,96,84,27,36,27
MONTPELLIER,GARD,LYCEE GENEVIEVE DE GAULLE-ANTHONIOZ (PROFESSIONNEL),MILHAUD,0301654K,30169,PU,58,95,52,59,60,57
MONTPELLIER,GARD,LYCEE ERNEST HEMINGWAY (PROFESSIONNEL),NIMES,0300027S,30189,PU,42,79,48,41,44,40
MONTPELLIER,GARD,LYCEE PROFESSIONNEL GASTON DARBOUX,NIMES,0300057Z,30189,PU,147,69,35,204,198,168
MONTPELLIER,GARD,LYCEE PROFESSIONNEL FREDERIC MISTRAL,NIMES,0300058A,30189,PU,178,73,39,216,212,183
MONTPELLIER,GARD,LYCEE PROFESSIONNEL CCI GARD,NIMES,0300112J,30189,PR,120,94,77,141,137,129
MONTPELLIER,GARD,LYCEE ST VINCENT DE PAUL (PROFESSIONNEL),NIMES,0300127A,30189,PR,148,94,67,145,159,132
MONTPELLIER,GARD,LYCEE PROFESSIONNEL VOLTAIRE,NIMES,0301210C,30189,PU,61,85,52,107,92,80
MONTPELLIER,GARD,LYCEE PROFESSIONNEL JULES RAIMU,NIMES,0301270T,30189,PU,147,90,56,185,182,150
MONTPELLIER,GARD,LYCEE JACQUES PREVERT (PROFESSIONNEL),SAINT CHRISTOL LEZ ALES,0301778V,30243,PU,76,76,43,90,90,82
MONTPELLIER,GARD,LYCEE PROFESSIONNEL MARIE CURIE,SAINT JEAN DU GARD,0300041G,30269,PU,68,88,44,76,77,61
MONTPELLIER,GARD,LYCEE LUCIE AUBRAC (PROFESSIONNEL),SOMMIERES,0301862L,30321,PU,17,94,59,22,16,17
MONTPELLIER,GARD,LYCEE CHARLES GIDE (PROFESSIONNEL),UZES,0300047N,30334,PU,15,100,60,13,13,17
MONTPELLIER,HERAULT,LYCEE AUGUSTE LOUBATIERES (PROFESSIONNEL),AGDE,0340002T,34003,PU,27,89,67,30,30,25
MONTPELLIER,HERAULT,LYCEE PROFESSIONNEL FERNAND LEGER,BEDARIEUX,0340006X,34028,PU,52,92,44,69,81,65
MONTPELLIER,HERAULT,LYCEE PROFESSIONNEL LE PARTERRE,BEDARIEUX,0340923U,34028,PR,16,100,81,11,16,13
MONTPELLIER,HERAULT,LYCEE JEAN MOULIN (PROFESSIONNEL),BEZIERS,0340011C,34032,PU,190,86,55,267,216,195
MONTPELLIER,HERAULT,LYCEE PROFESSIONNEL JEAN MERMOZ,BEZIERS,0340012D,34032,PU,107,81,46,163,170,127
MONTPELLIER,HERAULT,LYCEE LE SACRE COEUR (PROFESSIONNEL),BEZIERS,0340992U,34032,PR,53,92,68,67,78,61
MONTPELLIER,HERAULT,LYCEE GEORGES POMPIDOU (PROFESSIONNEL),CASTELNAU LE LEZ,0341921D,34057,PU,141,94,62,151,149,145
MONTPELLIER,HERAULT,LYCEE SIMONE VEIL (PROFESSIONNEL),GIGNAC,0342436N,34114,PU,42,95,64,63,63,42
MONTPELLIER,HERAULT,LYCEE LA MERCI LITTORAL (PROFESSIONNEL),LA GRANDE MOTTE,0342175E,34344,PR,36,89,75,51,45,42
MONTPELLIER,HERAULT,LYCEE JEAN-FRANCOIS CHAMPOLLION (PROFESSIONNEL),LATTES,0341794R,34129,PU,165,89,67,166,162,156
MONTPELLIER,HERAULT,LYCEE JOSEPH VALLOT (PROFESSIONNEL),LODEVE,0340028W,34142,PU,129,84,55,134,117,114
MONTPELLIER,HERAULT,LYCEE LOUIS FEUILLADE (PROFESSIONNEL),LUNEL,0340030Y,34145,PU,91,87,54,108,108,102
MONTPELLIER,HERAULT,LYCEE VICTOR HUGO (PROFESSIONNEL),LUNEL,0342090M,34145,PU,50,82,64,60,73,53
MONTPELLIER,HERAULT,LYCEE ST JOSEPH PIERRE ROUGE (PROFESSIONNEL),MONTFERRIER SUR LEZ,0341521U,34169,PR,36,97,72,35,33,30
MONTPELLIER,HERAULT,LYCEE JULES GUESDE (PROFESSIONNEL),MONTPELLIER,0340040J,34172,PU,56,79,38,61,61,54
MONTPELLIER,HERAULT,LYCEE JEAN MERMOZ (PROFESSIONNEL),MONTPELLIER,0340042L,34172,PU,80,81,50,86,83,81
MONTPELLIER,HERAULT,LYCEE PROFESSIONNEL PIERRE MENDES FRANCE,MONTPELLIER,0340043M,34172,PU,237,68,35,341,337,301
MONTPELLIER,HERAULT,LYCEE PROFESSIONNEL JULES FERRY,MONTPELLIER,0340045P,34172,PU,103,88,52,157,158,129
MONTPELLIER,HERAULT,LYCEE TURGOT (PROFESSIONNEL),MONTPELLIER,0340920R,34172,PR,35,89,60,61,62,47
MONTPELLIER,HERAULT,LYCEE NEVERS (PROFESSIONNEL),MONTPELLIER,0340991T,34172,PR,59,97,80,65,69,67
MONTPELLIER,HERAULT,LYCEE PROFESSIONNEL LEONARD DE VINCI,MONTPELLIER,0341385W,34172,PU,105,81,42,142,135,109
MONTPELLIER,HERAULT,LYCEE GEORGES FRECHE (PROFESSIONNEL),MONTPELLIER,0342225J,34172,PU,81,89,65,108,106,80
MONTPELLIER,HERAULT,LYCEE PROFESSIONNEL CHARLES ALLIES,PEZENAS,0340061G,34199,PU,100,90,61,129,131,107
MONTPELLIER,HERAULT,LYCEE JEAN JAURES (PROFESSIONNEL),SAINT CLEMENT DE RIVIERE,0342066L,34247,PU,72,83,62,89,82,80
MONTPELLIER,HERAULT,LYCEE PROFESSIONNEL JACQUES BREL,SAINT PONS DE THOMIERES,0340069R,34284,PU,40,92,55,73,53,48
MONTPELLIER,HERAULT,LYCEE MARC BLOCH (PROFESSIONNEL),SERIGNAN,0342091N,34299,PU,54,76,41,59,60,60
MONTPELLIER,HERAULT,LYCEE IRENE ET FREDERIC JOLIOT CURIE (PROFESSIONNEL),SETE,0340076Y,34301,PU,121,79,47,156,143,110
MONTPELLIER,HERAULT,LYCEE PROFESSIONNEL CHARLES DE GAULLE,SETE,0340078A,34301,PU,73,89,53,114,99,101
MONTPELLIER,HERAULT,LYCEE SAINT-JOSEPH (PROFESSIONNEL),SETE,0341523W,34301,PR,17,88,65,18,16,13
MONTPELLIER,LOZERE,LYCEE SAINT PIERRE-SAINT PAUL (PROFESSIONNEL),LANGOGNE,0480022N,48080,PR,56,98,86,60,55,57
MONTPELLIER,LOZERE,LYCEE SAINT-JOSEPH (PROFESSIONNEL),MARVEJOLS,0480023P,48092,PR,41,90,71,47,40,39
MONTPELLIER,LOZERE,LYCEE PROFESSIONNEL EMILE PEYTAVIN,MENDE,0480019K,48095,PU,67,64,36,78,61,50
MONTPELLIER,LOZERE,LYCEE NOTRE-DAME (PROFESSIONNEL),MENDE,0480025S,48095,PR,31,90,55,40,39,43
MONTPELLIER,LOZERE,LYCEE SACRE-COEUR (PROFESSIONNEL),SAINT CHELY D APCHER,0480680D,48140,PR,86,93,70,89,105,100
MONTPELLIER,PYRENEES-ORIENTALES,LYCEE COMTE DE FOIX (PROFESSIONNEL),ANDORRE LA VIEILLE,1300023U,99130,PU,55,93,69,,,
MONTPELLIER,PYRENEES-ORIENTALES,LYCEE CHRISTIAN BOURQUIN (PROFESSIONNEL),ARGELES SUR MER,0660924W,66008,PU,58,88,55,67,69,66
MONTPELLIER,PYRENEES-ORIENTALES,LYCEE ROSA LUXEMBURG (PROFESSIONNEL),CANET EN ROUSSILLON,0660856X,66037,PU,59,80,49,73,66,57
MONTPELLIER,PYRENEES-ORIENTALES,LYCEE DEODAT DE SEVERAC (PROFESSIONNEL),CERET,0660004W,66049,PU,75,88,71,99,98,80
MONTPELLIER,PYRENEES-ORIENTALES,LYCEE ET SPORTIF PIERRE DE COUBERTIN (PROFESSIONNEL),FONT ROMEU ODEILLO VIA,0660057D,66124,PU,16,100,88,20,19,12
MONTPELLIER,PYRENEES-ORIENTALES,LYCEE JEAN LURCAT (PROFESSIONNEL),PERPIGNAN,0660011D,66136,PU,103,74,41,118,137,126
MONTPELLIER,PYRENEES-ORIENTALES,LYCEE PABLO PICASSO (PROFESSIONNEL),PERPIGNAN,0660014G,66136,PU,225,88,60,251,256,223
MONTPELLIER,PYRENEES-ORIENTALES,LYCEE SAINTE-LOUISE-DE-MARILLAC (PROFESSIONNEL),PERPIGNAN,0660077A,66136,PR,99,99,69,103,103,86
MONTPELLIER,PYRENEES-ORIENTALES,LYCEE PROFESSIONNEL LEON BLUM,PERPIGNAN,0660520G,66136,PU,38,84,63,108,105,93
MONTPELLIER,PYRENEES-ORIENTALES,LYCEE ARISTIDE MAILLOL (PROFESSIONNEL),PERPIGNAN,0660809W,66136,PU,179,79,49,150,154,149
MONTPELLIER,PYRENEES-ORIENTALES,LYCEE CHARLES RENOUVIER (PROFESSIONNEL),PRADES,0660021P,66149,PU,81,90,64,134,121,104
MONTPELLIER,PYRENEES-ORIENTALES,LYCEE PROFESSIONNEL ALFRED SAUVY,VILLELONGUE DELS MONTS,0660026V,66225,PU,80,75,44,148,122,90
NANCY-METZ,MEURTHE-ET-MOSELLE,LYCEE PROFESSIONNEL SAINT MICHEL,ART SUR MEURTHE,0541344T,54025,PR,125,90,74,99,115,114
NANCY-METZ,MEURTHE-ET-MOSELLE,LYCEE PROFESSIONNEL ENTRE MEURTHE ET SANON,DOMBASLE SUR MEURTHE,0540015Y,54159,PU,98,76,48,145,127,104
NANCY-METZ,MEURTHE-ET-MOSELLE,LYCEE FRANCOIS RICHARD JOUBERT (PROFESSIONNEL),FLAVIGNY SUR MOSELLE,0541268K,54196,PU,10,100,40,26,4,10
NANCY-METZ,MEURTHE-ET-MOSELLE,LYCEE JEAN ZAY (PROFESSIONNEL),JARNY,0540076P,54273,PU,156,91,60,178,188,162
NANCY-METZ,MEURTHE-ET-MOSELLE,LYCEE PROFESSIONNEL JEAN MORETTE,LANDRES,0540086A,54295,PU,78,73,42,101,93,72
NANCY-METZ,MEURTHE-ET-MOSELLE,LYCEE PROFESSIONNEL BAT. ET DE L'ENERGIE E.HERE,LAXOU,0542262R,54304,PU,103,81,48,110,110,97
NANCY-METZ,MEURTHE-ET-MOSELLE,LYCEE PROFESSIONNEL JEAN MARC REISER,LONGLAVILLE,0541605B,54321,PU,83,94,55,84,87,87
NANCY-METZ,MEURTHE-ET-MOSELLE,LYCEE ALFRED MEZIERES (PROFESSIONNEL),LONGWY,0540030P,54323,PU,40,78,25,43,52,40
NANCY-METZ,MEURTHE-ET-MOSELLE,LYCEE PROFESSIONNEL DARCHE,LONGWY,0540032S,54323,PU,88,90,62,144,119,91
NANCY-METZ,MEURTHE-ET-MOSELLE,LYCEE PROFESSIONNEL PAUL LAPIE,LUNEVILLE,0540037X,54329,PU,99,88,57,116,123,98
NANCY-METZ,MEURTHE-ET-MOSELLE,LYCEE JACQUES-MARIE BOUTET DE MONVEL (PROFESSIONNEL),LUNEVILLE,0542293Z,54329,PU,42,74,64,53,63,40
NANCY-METZ,MEURTHE-ET-MOSELLE,LYCEE PROFESSIONNEL NOTRE DAME,MONT SAINT MARTIN,0541357G,54382,PR,38,97,68,46,47,36
NANCY-METZ,MEURTHE-ET-MOSELLE,LYCEE PROFESSIONNEL JEAN PROUVE,NANCY,0540081V,54395,PU,163,87,57,158,173,157
NANCY-METZ,MEURTHE-ET-MOSELLE,LYCEE PROFESSIONNEL PAUL LOUIS CYFFLE,NANCY,0540082W,54395,PU,86,80,44,102,108,98
NANCY-METZ,MEURTHE-ET-MOSELLE,LYCEE PROFESSIONNEL PIERRE DE COUBERTIN,NANCY,0541363N,54395,PR,78,96,56,88,85,69
NANCY-METZ,MEURTHE-ET-MOSELLE,LYCEE PROFESSIONNEL MARIE IMMACULEE,NANCY,0541364P,54395,PR,49,98,76,51,56,61
NANCY-METZ,MEURTHE-ET-MOSELLE,LYCEE PROFESSIONNEL CLAUDE DAUNOT,NANCY,0541370W,54395,PR,65,89,68,68,80,62
NANCY-METZ,MEURTHE-ET-MOSELLE,LYCEE PROFESSIONNEL BERTRAND SCHWARTZ,POMPEY,0540085Z,54430,PU,65,69,45,58,67,46
NANCY-METZ,MEURTHE-ET-MOSELLE,LYCEE JEAN HANZELET (PROFESSIONNEL),PONT A MOUSSON,0541270M,54431,PU,123,87,52,119,107,132
NANCY-METZ,MEURTHE-ET-MOSELLE,LYCEE PROFESSIONNEL LA TOURNELLE,PONT SAINT VINCENT,0540060X,54432,PU,43,93,63,58,61,41
NANCY-METZ,MEURTHE-ET-MOSELLE,LYCEE PROFESSIONNEL MARIE MARVINGT,TOMBLAINE,0540061Y,54526,PU,203,79,51,221,218,219
NANCY-METZ,MEURTHE-ET-MOSELLE,LYCEE PROFESSIONNEL REGIONAL DU TOULOIS,TOUL,0540067E,54528,PU,96,91,60,110,104,98
NANCY-METZ,MEURTHE-ET-MOSELLE,LYCEE PROFESSIONNEL JEAN-BAPTISTE VATELOT,TOUL,0541377D,54528,PR,27,85,59,18,23,16
NANCY-METZ,MEURTHE-ET-MOSELLE,LYCEE STANISLAS (PROFESSIONNEL),VILLERS LES NANCY,0542208G,54578,PU,56,89,66,85,60,63
NANCY-METZ,MEUSE,LYCEE PROFESSIONNEL EMILE ZOLA,BAR LE DUC,0550003E,55029,PU,68,91,66,88,84,72
NANCY-METZ,MEUSE,LYCEE PROFESSIONNEL LIGIER RICHIER,BAR LE DUC,0550004F,55029,PU,44,86,55,61,64,41
NANCY-METZ,MEUSE,LYCEE HENRI VOGT (PROFESSIONNEL),COMMERCY,0550008K,55122,PU,49,84,67,70,67,54
NANCY-METZ,MEUSE,LYCEE PROFESSIONNEL SAINTE JEANNE D'ARC,COMMERCY,0551032Y,55122,PR,32,97,78,16,35,40
NANCY-METZ,MEUSE,LYCEE PROFESSIONNEL NOTRE DAME DES VERTUS,LIGNY EN BARROIS,0550700M,55291,PR,26,96,65,17,21,16
NANCY-METZ,MEUSE,LYCEE ALFRED KASTLER (PROFESSIONNEL),STENAY,0550072E,55502,PU,19,84,58,35,31,28
NANCY-METZ,MEUSE,LYCEE JEAN-AUGUSTE MARGUERITTE (PROFESSIONNEL),VERDUN,0550025D,55545,PU,29,93,69,32,35,32
NANCY-METZ,MEUSE,LYCEE PROFESSIONNEL ALAIN-FOURNIER,VERDUN,0550026E,55545,PU,139,92,65,140,158,129
NANCY-METZ,MEUSE,LYCEE PROFESSIONNEL EUGENE FREYSSINET,VERDUN,0550891V,55545,PU,32,75,34,44,52,40
NANCY-METZ,MEUSE,LYCEE PROFESSIONNEL SAINTE ANNE,VERDUN,0550983V,55545,PR,25,100,84,32,27,27
NANCY-METZ,MOSELLE,LYCEE PROFESSIONNEL SAINT VINCENT DE PAUL,ALGRANGE,0570241C,57012,PR,112,96,64,138,132,113
NANCY-METZ,MOSELLE,LYCEE PROFESSIONNEL HURLEVENT,BEHREN LES FORBACH,0573080N,57058,PU,44,84,48,70,55,54
NANCY-METZ,MOSELLE,LYCEE LOUIS CASIMIR TEYSSIER (PROFESSIONNEL),BITCHE,0573326F,57089,PU,31,81,55,29,34,38
NANCY-METZ,MOSELLE,LYCEE PROFESSIONNEL INTERENTREPRISES BOULAY-FAULQUEMONT,BOULAY,0570225K,57097,PR,26,88,62,34,22,24
NANCY-METZ,MOSELLE,LYCEE PROFESSIONNEL ANTOINE GAPP,BOUZONVILLE,0570248K,57106,PR,60,85,48,71,83,63
NANCY-METZ,MOSELLE,LYCEE FELIX MAYER (PROFESSIONNEL),CREUTZWALD,0572022N,57160,PU,42,71,33,56,52,56
NANCY-METZ,MOSELLE,LYCEE CHARLES HERMITE (PROFESSIONNEL),DIEUZE,0570021N,57177,PU,14,93,36,18,19,18
NANCY-METZ,MOSELLE,LYCEE PROFESSIONNEL LA PROVIDENCE,DIEUZE,0570279U,57177,PR,55,96,71,85,77,57
NANCY-METZ,MOSELLE,LYCEE PROFESSIONNEL JEAN MACE,FAMECK,0572075W,57206,PU,96,88,60,73,107,113
NANCY-METZ,MOSELLE,LYCEE BLAISE PASCAL (PROFESSIONNEL),FORBACH,0570030Y,57227,PU,101,76,44,104,92,94
NANCY-METZ,MOSELLE,LYCEE PROFESSIONNEL PIERRE ET MARIE CURIE,FREYMING MERLEBACH,0570051W,57240,PU,114,85,50,129,127,111
NANCY-METZ,MOSELLE,LYCEE PROFESSIONNEL ERNEST CUVELETTE,FREYMING MERLEBACH,0573491K,57240,PU,20,95,50,26,17,22
NANCY-METZ,MOSELLE,LYCEE PROFESSIONNEL MARYSE BASTIE,HAYANGE,0570077Z,57306,PU,100,88,52,139,127,116
NANCY-METZ,MOSELLE,LYCEE PROFESSIONNEL ANDRE CITROEN,MARLY,0573211F,57447,PU,132,76,41,157,168,152
NANCY-METZ,MOSELLE,LYCEE PROFESSIONNEL ALAIN FOURNIER,METZ,0570061G,57463,PU,88,92,67,105,105,111
NANCY-METZ,MOSELLE,LYCEE PROFESSIONNEL RENE CASSIN,METZ,0570124A,57463,PU,148,85,55,164,196,177
NANCY-METZ,MOSELLE,LYCEE PROFESSIONNEL ST ETIENNE,METZ,0570283Y,57463,PR,147,91,59,177,143,109
NANCY-METZ,MOSELLE,LYCEE LOUIS DE CORMONTAIGNE (PROFESSIONNEL),METZ,0573227Y,57463,PU,81,85,57,86,88,83
NANCY-METZ,MOSELLE,LYCEE HOTELIER RAYMOND MONDON (PROFESSIONNEL),METZ,0573320Z,57463,PU,77,82,51,96,91,90
NANCY-METZ,MOSELLE,LYCEE PROFESSIONNEL LEONARD DE VINCI,MONTIGNY LES METZ,0570144X,57480,PU,77,65,34,115,89,86
NANCY-METZ,MOSELLE,LYCEE PROFESSIONNEL SAINT ANDRE,OTTANGE,0572101Z,57529,PR,58,91,60,62,64,61
NANCY-METZ,MOSELLE,LYCEE JULIE DAUBIE (PROFESSIONNEL),ROMBAS,0570146Z,57591,PU,122,52,26,106,136,127
NANCY-METZ,MOSELLE,LYCEE JEAN-VICTOR PONCELET (PROFESSIONNEL),SAINT AVOLD,0570085H,57606,PU,79,89,57,69,78,97
